period,state,handgun,long_gun,multiple,year,month
2001-09,Oklahoma,4671,10901,638,2001,9
2001-09,Oregon,5010,12855,502,2001,9
2001-09,Pennsylvania,0,53570,962,2001,9
2001-09,Rhode Island,537,639,188,2001,9
2001-09,South Carolina,4326,8039,222,2001,9
2001-09,South Dakota,727,4684,84,2001,9
2001-09,Tennessee,8722,12370,616,2001,9
2001-09,Texas,20044,50585,2236,2001,9
2001-09,Utah,1948,5792,162,2001,9
2001-09,Vermont,696,2026,62,2001,9
2001-09,Virginia,7410,12141,394,2001,9
2001-09,Washington,4168,10910,404,2001,9
2001-09,West Virginia,3416,10114,440,2001,9
2001-09,Wisconsin,4400,19756,24,2001,9
2001-09,Wyoming,1020,3135,128,2001,9
2001-08,Alabama,7626,11510,574,2001,8
2001-08,Alaska,1181,3025,156,2001,8
2001-08,Arizona,5059,6457,436,2001,8
2001-08,Arkansas,3346,10571,410,2001,8
2001-08,California,23879,32659,0,2001,8
2001-08,Colorado,11352,19712,1372,2001,8
2001-08,Connecticut,7,3,2,2001,8
2001-08,Delaware,366,839,10,2001,8
2001-08,Florida,11530,11429,878,2001,8
2001-08,Georgia,6221,11463,446,2001,8
2001-08,Hawaii,0,0,0,2001,8
2001-08,Idaho,1507,4511,218,2001,8
2001-08,Illinois,4354,8657,286,2001,8
2001-08,Indiana,1601,5710,2,2001,8
2001-08,Iowa,26,2824,6,2001,8
2001-08,Kansas,2043,5579,322,2001,8
2001-08,Kentucky,7131,14001,802,2001,8
2001-08,Louisiana,5331,11931,404,2001,8
2001-08,Maine,1076,3257,110,2001,8
2001-08,Maryland,139,3770,12,2001,8
2001-08,Massachusetts,1166,1004,38,2001,8
2001-08,Michigan,271,14163,150,2001,8
2001-08,Minnesota,2492,13461,200,2001,8
2001-08,Mississippi,4519,10484,338,2001,8
2001-08,Missouri,2835,14035,406,2001,8
2001-08,Montana,1744,5085,208,2001,8
2001-08,Nebraska,26,2314,6,2001,8
2001-08,Nevada,1994,2211,186,2001,8
2001-08,New Hampshire,1166,2154,28,2001,8
2001-08,New Jersey,1070,1806,92,2001,8
2001-08,New Mexico,2644,4914,276,2001,8
2001-08,New York,585,7443,18,2001,8
2001-08,North Carolina,1725,16381,274,2001,8
2001-08,North Dakota,345,2313,28,2001,8
2001-08,Ohio,7508,14835,828,2001,8
2001-08,Oklahoma,4558,10004,524,2001,8
2001-08,Oregon,3709,8038,484,2001,8
2001-08,Pennsylvania,0,37992,984,2001,8
2001-08,Rhode Island,339,410,170,2001,8
2001-08,South Carolina,3796,7588,180,2001,8
2001-08,South Dakota,547,3102,48,2001,8
2001-08,Tennessee,7865,12423,540,2001,8
2001-08,Texas,15294,45035,1824,2001,8
2001-08,Utah,1451,3865,136,2001,8
2001-08,Vermont,416,1125,30,2001,8
2001-08,Virginia,5295,9672,252,2001,8
2001-08,Washington,3489,7891,352,2001,8
2001-08,West Virginia,3227,7757,380,2001,8
2001-08,Wisconsin,2977,11996,16,2001,8
2001-08,Wyoming,889,2200,216,2001,8
2001-07,Alabama,6515,7512,440,2001,7
2001-07,Alaska,1248,2186,152,2001,7
2001-07,Arizona,4746,4774,386,2001,7
2001-07,Arkansas,2858,6159,344,2001,7
2001-07,California,21834,26521,0,2001,7
2001-07,Colorado,9748,13188,1212,2001,7
2001-07,Connecticut,0,0,0,2001,7
2001-07,Delaware,319,561,26,2001,7
2001-07,Florida,10570,8594,806,2001,7
2001-07,Georgia,5408,6709,336,2001,7
2001-07,Hawaii,0,0,0,2001,7
2001-07,Idaho,1317,2998,144,2001,7
2001-07,Illinois,3753,5671,246,2001,7
2001-07,Indiana,1440,3447,18,2001,7
2001-07,Iowa,32,1705,4,2001,7
2001-07,Kansas,1821,3380,228,2001,7
2001-07,Kentucky,5894,8149,622,2001,7
2001-07,Louisiana,4722,6639,334,2001,7
2001-07,Maine,894,2219,112,2001,7
2001-07,Maryland,109,2783,22,2001,7
2001-07,Massachusetts,1058,769,50,2001,7
2001-07,Michigan,80,8980,6,2001,7
2001-07,Minnesota,2072,7128,166,2001,7
2001-07,Mississippi,3807,5484,264,2001,7
2001-07,Missouri,2580,8780,200,2001,7
2001-07,Montana,1445,3598,158,2001,7
2001-07,Nebraska,20,1476,2,2001,7
2001-07,Nevada,1938,1792,198,2001,7
2001-07,New Hampshire,1152,1667,30,2001,7
2001-07,New Jersey,972,1335,82,2001,7
2001-07,New Mexico,2279,3464,220,2001,7
2001-07,New York,740,5300,14,2001,7
2001-07,North Carolina,1334,9656,158,2001,7
2001-07,North Dakota,308,1454,34,2001,7
2001-07,Ohio,6057,8945,592,2001,7
2001-07,Oklahoma,3612,6294,412,2001,7
2001-07,Oregon,3270,5877,396,2001,7
2001-07,Pennsylvania,0,30735,802,2001,7
2001-07,Rhode Island,280,270,132,2001,7
2001-07,South Carolina,3199,4046,166,2001,7
2001-07,South Dakota,491,1940,56,2001,7
2001-07,Tennessee,6723,6999,448,2001,7
2001-07,Texas,14521,23835,1470,2001,7
2001-07,Utah,1355,2521,120,2001,7
2001-07,Vermont,454,838,36,2001,7
2001-07,Virginia,5518,7020,274,2001,7
2001-07,Washington,3059,5788,304,2001,7
2001-07,West Virginia,2598,5600,300,2001,7
2001-07,Wisconsin,2734,6985,10,2001,7
2001-07,Wyoming,708,1564,108,2001,7
2001-06,Alabama,7035,7255,460,2001,6
2001-06,Alaska,1156,1656,140,2001,6
2001-06,Arizona,4888,4831,356,2001,6
2001-06,Arkansas,3130,5688,324,2001,6
2001-06,California,23857,27507,0,2001,6
2001-06,Colorado,9752,13548,1338,2001,6
2001-06,Connecticut,10,4,0,2001,6
2001-06,Delaware,367,547,42,2001,6
2001-06,Florida,11128,8428,734,2001,6
2001-06,Georgia,5972,6360,374,2001,6
2001-06,Hawaii,0,0,0,2001,6
2001-06,Idaho,1458,3070,154,2001,6
2001-06,Illinois,4151,5267,286,2001,6
2001-06,Indiana,1585,3441,12,2001,6
2001-06,Iowa,24,1763,2,2001,6
2001-06,Kansas,2057,3202,236,2001,6
2001-06,Kentucky,6404,8424,736,2001,6
2001-06,Louisiana,5015,5965,380,2001,6
2001-06,Maine,858,1759,84,2001,6
2001-06,Maryland,116,3126,22,2001,6
2001-06,Massachusetts,1136,772,56,2001,6
2001-06,Michigan,80,9530,4,2001,6
2001-06,Minnesota,2184,6161,168,2001,6
2001-06,Mississippi,4283,5240,332,2001,6
2001-06,Missouri,2717,8894,174,2001,6
2001-06,Montana,1533,3991,232,2001,6
2001-06,Nebraska,12,1427,4,2001,6
2001-06,Nevada,1891,1910,200,2001,6
2001-06,New Hampshire,1036,1558,16,2001,6
2001-06,New Jersey,1071,1522,116,2001,6
2001-06,New Mexico,2431,3550,188,2001,6
2001-06,New York,789,4934,10,2001,6
2001-06,North Carolina,1517,9922,212,2001,6
2001-06,North Dakota,380,1428,54,2001,6
2001-06,Ohio,6771,9666,740,2001,6
2001-06,Oklahoma,3739,6190,514,2001,6
2001-06,Oregon,4186,6999,424,2001,6
2001-06,Pennsylvania,0,31711,526,2001,6
2001-06,Rhode Island,300,266,130,2001,6
2001-06,South Carolina,3374,3586,146,2001,6
2001-06,South Dakota,525,1803,116,2001,6
2001-06,Tennessee,7240,6597,492,2001,6
2001-06,Texas,14709,22563,1460,2001,6
2001-06,Utah,1486,3001,102,2001,6
2001-06,Vermont,430,713,40,2001,6
2001-06,Virginia,5272,6889,228,2001,6
2001-06,Washington,3138,6180,430,2001,6
2001-06,West Virginia,2827,5408,332,2001,6
2001-06,Wisconsin,2550,6711,12,2001,6
2001-06,Wyoming,757,1481,70,2001,6
2001-05,Alabama,6481,6602,488,2001,5
2001-05,Alaska,1081,2087,170,2001,5
2001-05,Arizona,5119,4480,420,2001,5
2001-05,Arkansas,3055,5551,464,2001,5
2001-05,California,30275,30832,0,2001,5
2001-05,Colorado,9673,12730,1420,2001,5
2001-05,Connecticut,0,0,0,2001,5
2001-05,Delaware,435,562,24,2001,5
2001-05,Florida,10850,8056,676,2001,5
2001-05,Georgia,5719,5907,370,2001,5
2001-05,Hawaii,0,0,0,2001,5
2001-05,Idaho,1535,3193,244,2001,5
2001-05,Illinois,4366,5271,298,2001,5
2001-05,Indiana,2285,2966,10,2001,5
2001-05,Iowa,38,1615,6,2001,5
2001-05,Kansas,2013,3190,260,2001,5
2001-05,Kentucky,6303,7564,606,2001,5
2001-05,Louisiana,4464,4941,340,2001,5
2001-05,Maine,980,1778,126,2001,5
2001-05,Maryland,136,2456,16,2001,5
2001-05,Massachusetts,1194,785,50,2001,5
2001-05,Michigan,106,9189,14,2001,5
2001-05,Minnesota,2264,6138,216,2001,5
2001-05,Mississippi,4028,4546,268,2001,5
2001-05,Missouri,2704,8521,184,2001,5
2001-05,Montana,1604,3952,186,2001,5
2001-05,Nebraska,15,1298,0,2001,5
2001-05,Nevada,1995,1758,208,2001,5
2001-05,New Hampshire,1068,1570,26,2001,5
2001-05,New Jersey,1245,1658,102,2001,5
2001-05,New Mexico,2399,3456,268,2001,5
2001-05,New York,892,5646,22,2001,5
2001-05,North Carolina,1332,8644,174,2001,5
2001-05,North Dakota,389,1383,32,2001,5
2001-05,Ohio,6954,9164,844,2001,5
2001-05,Oklahoma,3858,6007,502,2001,5
2001-05,Oregon,3610,6096,374,2001,5
2001-05,Pennsylvania,0,33320,378,2001,5
2001-05,Rhode Island,301,277,144,2001,5
2001-05,South Carolina,3466,3155,164,2001,5
2001-05,South Dakota,543,1654,64,2001,5
2001-05,Tennessee,7244,6038,416,2001,5
2001-05,Texas,14804,21315,1456,2001,5
2001-05,Utah,1371,2681,90,2001,5
2001-05,Vermont,376,745,24,2001,5
2001-05,Virginia,5510,6773,298,2001,5
2001-05,Washington,3120,5450,268,2001,5
2001-05,West Virginia,2773,5216,286,2001,5
2001-05,Wisconsin,2859,6884,22,2001,5
2001-05,Wyoming,781,1504,82,2001,5
2001-04,Alabama,6604,6981,430,2001,4
2001-04,Alaska,1354,2292,166,2001,4
2001-04,Arizona,5453,4799,436,2001,4
2001-04,Arkansas,3188,5878,344,2001,4
2001-04,California,30388,32021,0,2001,4
2001-04,Colorado,10633,13984,1290,2001,4
2001-04,Connecticut,0,0,0,2001,4
2001-04,Delaware,377,638,12,2001,4
2001-04,Florida,11089,8478,670,2001,4
2001-04,Georgia,5774,6205,306,2001,4
2001-04,Hawaii,0,0,0,2001,4
2001-04,Idaho,1405,3528,194,2001,4
2001-04,Illinois,4642,6361,360,2001,4
2001-04,Indiana,1751,3460,12,2001,4
2001-04,Iowa,31,2537,4,2001,4
2001-04,Kansas,2116,3787,280,2001,4
2001-04,Kentucky,6171,9203,566,2001,4
2001-04,Louisiana,4337,4766,396,2001,4
2001-04,Maine,1234,2282,146,2001,4
2001-04,Maryland,139,3057,32,2001,4
2001-04,Massachusetts,1233,990,60,2001,4
2001-04,Michigan,89,12242,18,2001,4
2001-04,Minnesota,2759,9640,192,2001,4
2001-04,Mississippi,4134,4918,254,2001,4
2001-04,Missouri,2803,11006,238,2001,4
2001-04,Montana,1703,4467,190,2001,4
2001-04,Nebraska,21,1456,2,2001,4
2001-04,Nevada,1916,1707,196,2001,4
2001-04,New Hampshire,1261,2213,42,2001,4
2001-04,New Jersey,1266,1659,88,2001,4
2001-04,New Mexico,2389,3775,254,2001,4
2001-04,New York,867,7660,14,2001,4
2001-04,North Carolina,1097,9478,162,2001,4
2001-04,North Dakota,473,1658,44,2001,4
2001-04,Ohio,8051,12058,862,2001,4
2001-04,Oklahoma,4355,7084,540,2001,4
2001-04,Oregon,4149,7662,398,2001,4
2001-04,Pennsylvania,0,39217,832,2001,4
2001-04,Rhode Island,333,378,146,2001,4
2001-04,South Carolina,3304,3423,162,2001,4
2001-04,South Dakota,576,1925,36,2001,4
2001-04,Tennessee,6898,6515,416,2001,4
2001-04,Texas,14172,21480,1428,2001,4
2001-04,Utah,1859,3152,134,2001,4
2001-04,Vermont,486,1269,38,2001,4
2001-04,Virginia,5449,7587,238,2001,4
2001-04,Washington,3197,6179,320,2001,4
2001-04,West Virginia,2853,6210,320,2001,4
2001-04,Wisconsin,3639,12012,22,2001,4
2001-04,Wyoming,741,1607,100,2001,4
2001-03,Alabama,8909,10575,642,2001,3
2001-03,Alaska,1169,1958,138,2001,3
2001-03,Arizona,6412,5526,556,2001,3
2001-03,Arkansas,4562,9238,428,2001,3
2001-03,California,21945,25629,0,2001,3
2001-03,Colorado,13823,17615,1484,2001,3
2001-03,Connecticut,2,0,0,2001,3
2001-03,Delaware,544,795,32,2001,3
2001-03,Florida,12685,11263,840,2001,3
2001-03,Georgia,8260,10258,518,2001,3
2001-03,Hawaii,0,0,0,2001,3
2001-03,Idaho,1883,4040,192,2001,3
2001-03,Illinois,6104,8567,398,2001,3
2001-03,Indiana,3208,4990,10,2001,3
2001-03,Iowa,44,3524,2,2001,3
2001-03,Kansas,3397,5350,378,2001,3
2001-03,Kentucky,8753,13110,874,2001,3
2001-03,Louisiana,6547,6992,438,2001,3
2001-03,Maine,1311,2335,96,2001,3
2001-03,Maryland,153,3974,12,2001,3
2001-03,Massachusetts,1588,1263,92,2001,3
2001-03,Michigan,152,14970,16,2001,3
2001-03,Minnesota,3407,10604,248,2001,3
2001-03,Mississippi,5719,7553,472,2001,3
2001-03,Missouri,3962,13941,370,2001,3
2001-03,Montana,2037,4608,268,2001,3
2001-03,Nebraska,41,2105,2,2001,3
2001-03,Nevada,2348,2266,258,2001,3
2001-03,New Hampshire,1354,2055,42,2001,3
2001-03,New Jersey,1495,2187,132,2001,3
2001-03,New Mexico,3337,4937,294,2001,3
2001-03,New York,862,7979,8,2001,3
2001-03,North Carolina,1414,13511,216,2001,3
2001-03,North Dakota,534,1789,26,2001,3
2001-03,Ohio,11036,15497,1094,2001,3
2001-03,Oklahoma,5168,8787,622,2001,3
2001-03,Oregon,4927,8301,468,2001,3
2001-03,Pennsylvania,0,48554,976,2001,3
2001-03,Rhode Island,421,349,158,2001,3
2001-03,South Carolina,4701,5471,190,2001,3
2001-03,South Dakota,798,2533,76,2001,3
2001-03,Tennessee,10905,11700,654,2001,3
2001-03,Texas,19209,27532,1826,2001,3
2001-03,Utah,1873,3860,166,2001,3
2001-03,Vermont,597,1302,46,2001,3
2001-03,Virginia,7550,9491,306,2001,3
2001-03,Washington,4021,6991,336,2001,3
2001-03,West Virginia,4170,8041,410,2001,3
2001-03,Wisconsin,4714,15060,24,2001,3
2001-03,Wyoming,959,1759,86,2001,3
2001-02,Alabama,9416,10915,690,2001,2
2001-02,Alaska,976,1517,154,2001,2
2001-02,Arizona,6576,5804,560,2001,2
2001-02,Arkansas,5425,9979,620,2001,2
2001-02,California,18204,23246,0,2001,2
2001-02,Colorado,10674,14429,1730,2001,2
2001-02,Connecticut,0,0,0,2001,2
2001-02,Delaware,476,695,24,2001,2
2001-02,Florida,12296,10774,846,2001,2
2001-02,Georgia,9312,10501,574,2001,2
2001-02,Hawaii,0,0,0,2001,2
2001-02,Idaho,1744,3838,228,2001,2
2001-02,Illinois,6063,7690,354,2001,2
2001-02,Indiana,3326,5052,16,2001,2
2001-02,Iowa,25,2991,6,2001,2
2001-02,Kansas,2906,5041,334,2001,2
2001-02,Kentucky,9535,12980,974,2001,2
2001-02,Louisiana,6796,7158,490,2001,2
2001-02,Maine,967,1859,128,2001,2
2001-02,Maryland,123,4037,18,2001,2
2001-02,Massachusetts,1348,990,76,2001,2
2001-02,Michigan,160,12900,10,2001,2
2001-02,Minnesota,2486,6933,150,2001,2
2001-02,Mississippi,6807,8457,472,2001,2
2001-02,Missouri,3680,13706,262,2001,2
2001-02,Montana,1641,3802,248,2001,2
2001-02,Nebraska,28,1825,0,2001,2
2001-02,Nevada,2115,1998,258,2001,2
2001-02,New Hampshire,1319,1639,40,2001,2
2001-02,New Jersey,1223,1925,68,2001,2
2001-02,New Mexico,3067,5032,348,2001,2
2001-02,New York,824,7190,16,2001,2
2001-02,North Carolina,1877,14196,330,2001,2
2001-02,North Dakota,438,1450,36,2001,2
2001-02,Ohio,10382,14059,982,2001,2
2001-02,Oklahoma,5848,9827,766,2001,2
2001-02,Oregon,4165,7123,510,2001,2
2001-02,Pennsylvania,0,38975,820,2001,2
2001-02,Rhode Island,376,382,172,2001,2
2001-02,South Carolina,5585,5469,246,2001,2
2001-02,South Dakota,622,1944,54,2001,2
2001-02,Tennessee,10542,10699,744,2001,2
2001-02,Texas,19898,28916,2166,2001,2
2001-02,Utah,2004,4029,178,2001,2
2001-02,Vermont,583,1004,34,2001,2
2001-02,Virginia,7542,9024,276,2001,2
2001-02,Washington,3792,6376,378,2001,2
2001-02,West Virginia,3912,7770,444,2001,2
2001-02,Wisconsin,3807,10826,18,2001,2
2001-02,Wyoming,917,1731,124,2001,2
2001-01,Alabama,8295,10894,576,2001,1
2001-01,Alaska,938,1643,122,2001,1
2001-01,Arizona,5624,5282,454,2001,1
2001-01,Arkansas,4071,8968,474,2001,1
2001-01,California,23993,26721,0,2001,1
2001-01,Colorado,11075,13995,1722,2001,1
2001-01,Connecticut,1,0,0,2001,1
2001-01,Delaware,457,732,32,2001,1
2001-01,Florida,12350,11436,790,2001,1
2001-01,Georgia,7800,10042,454,2001,1
2001-01,Hawaii,0,0,0,2001,1
2001-01,Idaho,1568,3267,236,2001,1
2001-01,Illinois,5426,7173,338,2001,1
2001-01,Indiana,2454,4432,10,2001,1
2001-01,Iowa,50,2775,6,2001,1
2001-01,Kansas,3010,5338,342,2001,1
2001-01,Kentucky,8154,10992,828,2001,1
2001-01,Louisiana,5389,7725,418,2001,1
2001-01,Maine,1024,1763,106,2001,1
2001-01,Maryland,158,3408,18,2001,1
2001-01,Massachusetts,1397,1047,70,2001,1
2001-01,Michigan,112,10655,4,2001,1
2001-01,Minnesota,2485,6111,164,2001,1
2001-01,Mississippi,5030,7378,342,2001,1
2001-01,Missouri,3456,11968,202,2001,1
2001-01,Montana,1366,3296,202,2001,1
2001-01,Nebraska,35,1957,2,2001,1
2001-01,Nevada,2059,1895,158,2001,1
2001-01,New Hampshire,1330,1738,56,2001,1
2001-01,New Jersey,1324,2143,70,2001,1
2001-01,New Mexico,2461,4282,248,2001,1
2001-01,New York,745,6430,8,2001,1
2001-01,North Carolina,1540,13819,196,2001,1
2001-01,North Dakota,439,1429,36,2001,1
2001-01,Ohio,8987,12243,1038,2001,1
2001-01,Oklahoma,4918,8781,606,2001,1
2001-01,Oregon,4111,6123,366,2001,1
2001-01,Pennsylvania,0,36718,900,2001,1
2001-01,Rhode Island,405,360,146,2001,1
2001-01,South Carolina,4643,5163,204,2001,1
2001-01,South Dakota,595,1922,36,2001,1
2001-01,Tennessee,9063,9891,630,2001,1
2001-01,Texas,18549,29352,1714,2001,1
2001-01,Utah,1524,3522,100,2001,1
2001-01,Vermont,424,700,18,2001,1
2001-01,Virginia,6493,8554,228,2001,1
2001-01,Washington,3544,5721,354,2001,1
2001-01,West Virginia,3385,6496,370,2001,1
2001-01,Wisconsin,3563,7480,8,2001,1
2001-01,Wyoming,829,1576,128,2001,1
2000-12,Alabama,9133,28306,652,2000,12
2000-12,Alaska,1208,3070,142,2000,12
2000-12,Arizona,6720,9533,526,2000,12
2000-12,Arkansas,4023,17404,398,2000,12
2000-12,California,59375,41882,0,2000,12
2000-12,Colorado,13714,26881,1718,2000,12
2000-12,Connecticut,0,0,0,2000,12
2000-12,Delaware,502,1899,46,2000,12
2000-12,Florida,12865,23791,894,2000,12
2000-12,Georgia,10098,27917,614,2000,12
2000-12,Hawaii,0,0,0,2000,12
2000-12,Idaho,1984,6068,204,2000,12
2000-12,Illinois,5533,12334,344,2000,12
2000-12,Indiana,2235,10650,4,2000,12
2000-12,Iowa,22,6582,0,2000,12
2000-12,Kansas,3090,10945,346,2000,12
2000-12,Kentucky,9637,22755,810,2000,12
2000-12,Louisiana,5958,21683,438,2000,12
2000-12,Maine,1060,3634,96,2000,12
2000-12,Maryland,144,6678,16,2000,12
2000-12,Massachusetts,1304,1375,58,2000,12
2000-12,Michigan,95,22514,6,2000,12
2000-12,Minnesota,2551,10544,144,2000,12
2000-12,Mississippi,5651,20754,404,2000,12
2000-12,Missouri,3397,22442,218,2000,12
2000-12,Montana,1846,5632,158,2000,12
2000-12,Nebraska,63,5009,10,2000,12
2000-12,Nevada,2492,3831,260,2000,12
2000-12,New Hampshire,1498,2826,28,2000,12
2000-12,New Jersey,1198,2881,96,2000,12
2000-12,New Mexico,2885,7162,244,2000,12
2000-12,New York,730,12701,0,2000,12
2000-12,North Carolina,1406,32002,164,2000,12
2000-12,North Dakota,449,2379,30,2000,12
2000-12,Ohio,10490,25209,1056,2000,12
2000-12,Oklahoma,4617,16577,630,2000,12
2000-12,Oregon,5110,11804,404,2000,12
2000-12,Pennsylvania,0,49104,1336,2000,12
2000-12,Rhode Island,329,520,138,2000,12
2000-12,South Carolina,5164,14315,188,2000,12
2000-12,South Dakota,737,3583,62,2000,12
2000-12,Tennessee,11041,25238,668,2000,12
2000-12,Texas,20254,65343,1962,2000,12
2000-12,Utah,2521,9075,170,2000,12
2000-12,Vermont,499,1384,8,2000,12
2000-12,Virginia,7729,18820,426,2000,12
2000-12,Washington,3482,10236,258,2000,12
2000-12,West Virginia,4200,11437,312,2000,12
2000-12,Wisconsin,3582,13833,14,2000,12
2000-12,Wyoming,1062,3026,100,2000,12
2000-11,Alabama,7319,22263,612,2000,11
2000-11,Alaska,1038,2124,102,2000,11
2000-11,Arizona,5002,6134,460,2000,11
2000-11,Arkansas,3487,19953,430,2000,11
2000-11,California,41320,31886,0,2000,11
2000-11,Colorado,10940,20831,1244,2000,11
2000-11,Connecticut,0,0,0,2000,11
2000-11,Delaware,438,1751,24,2000,11
2000-11,Florida,10843,16525,848,2000,11
2000-11,Georgia,6668,18413,490,2000,11
2000-11,Hawaii,0,0,0,2000,11
2000-11,Idaho,1539,4523,164,2000,11
2000-11,Illinois,5108,12598,380,2000,11
2000-11,Indiana,1998,11717,14,2000,11
2000-11,Iowa,50,7701,8,2000,11
2000-11,Kansas,2485,10723,338,2000,11
2000-11,Kentucky,7207,20470,756,2000,11
2000-11,Louisiana,4954,18281,396,2000,11
2000-11,Maine,1010,3721,84,2000,11
2000-11,Maryland,152,7762,24,2000,11
2000-11,Massachusetts,1135,1536,60,2000,11
2000-11,Michigan,87,28475,16,2000,11
2000-11,Minnesota,2162,11393,152,2000,11
2000-11,Mississippi,4433,19085,430,2000,11
2000-11,Missouri,3412,21479,194,2000,11
2000-11,Montana,1210,4366,138,2000,11
2000-11,Nebraska,32,4714,4,2000,11
2000-11,Nevada,1892,2226,202,2000,11
2000-11,New Hampshire,1374,3133,46,2000,11
2000-11,New Jersey,1265,3202,98,2000,11
2000-11,New Mexico,2256,5515,216,2000,11
2000-11,New York,821,15457,20,2000,11
2000-11,North Carolina,1450,24846,220,2000,11
2000-11,North Dakota,346,2632,52,2000,11
2000-11,Ohio,8853,28930,1084,2000,11
2000-11,Oklahoma,3807,15209,552,2000,11
2000-11,Oregon,4522,7759,334,2000,11
2000-11,Pennsylvania,0,58714,752,2000,11
2000-11,Rhode Island,406,552,172,2000,11
2000-11,South Carolina,4284,10165,164,2000,11
2000-11,South Dakota,419,3642,50,2000,11
2000-11,Tennessee,8977,19904,622,2000,11
2000-11,Texas,16078,48747,1674,2000,11
2000-11,Utah,1442,4928,114,2000,11
2000-11,Vermont,433,1946,36,2000,11
2000-11,Virginia,6135,17114,270,2000,11
2000-11,Washington,3064,7238,274,2000,11
2000-11,West Virginia,2987,15076,342,2000,11
2000-11,Wisconsin,3675,19028,16,2000,11
2000-11,Wyoming,671,2086,84,2000,11
2000-10,Alabama,6820,14486,556,2000,10
2000-10,Alaska,1695,3759,356,2000,10
2000-10,Arizona,5038,6923,568,2000,10
2000-10,Arkansas,3487,14719,458,2000,10
2000-10,California,29053,28212,0,2000,10
2000-10,Colorado,9871,22466,1632,2000,10
2000-10,Connecticut,0,0,0,2000,10
2000-10,Delaware,444,1316,24,2000,10
2000-10,Florida,10915,13652,766,2000,10
2000-10,Georgia,6604,16845,646,2000,10
2000-10,Hawaii,0,0,0,2000,10
2000-10,Idaho,1483,5950,176,2000,10
2000-10,Illinois,5035,10579,408,2000,10
2000-10,Indiana,2097,7765,6,2000,10
2000-10,Iowa,40,6848,6,2000,10
2000-10,Kansas,2650,8730,342,2000,10
2000-10,Kentucky,7229,15871,742,2000,10
2000-10,Louisiana,4693,16464,402,2000,10
2000-10,Maine,1179,7068,144,2000,10
2000-10,Maryland,179,5661,16,2000,10
2000-10,Massachusetts,1216,1529,70,2000,10
2000-10,Michigan,87,25548,16,2000,10
2000-10,Minnesota,2574,22341,172,2000,10
2000-10,Mississippi,4306,12340,306,2000,10
2000-10,Missouri,3020,20112,358,2000,10
2000-10,Montana,1557,8183,236,2000,10
2000-10,Nebraska,32,5282,4,2000,10
2000-10,Nevada,1882,2405,188,2000,10
2000-10,New Hampshire,1319,3629,20,2000,10
2000-10,New Jersey,1190,2353,110,2000,10
2000-10,New Mexico,2627,6577,284,2000,10
2000-10,New York,968,14995,30,2000,10
2000-10,North Carolina,1519,19577,210,2000,10
2000-10,North Dakota,384,4631,50,2000,10
2000-10,Ohio,8325,18773,802,2000,10
2000-10,Oklahoma,4231,11743,598,2000,10
2000-10,Oregon,3867,8490,388,2000,10
2000-10,Pennsylvania,0,51912,1826,2000,10
2000-10,Rhode Island,361,518,136,2000,10
2000-10,South Carolina,3571,8175,168,2000,10
2000-10,South Dakota,525,6248,60,2000,10
2000-10,Tennessee,8340,13420,592,2000,10
2000-10,Texas,15965,45034,1740,2000,10
2000-10,Utah,1292,5814,124,2000,10
2000-10,Vermont,553,2382,40,2000,10
2000-10,Virginia,5930,13097,320,2000,10
2000-10,Washington,3176,10064,322,2000,10
2000-10,West Virginia,2886,11924,372,2000,10
2000-10,Wisconsin,4209,22990,20,2000,10
2000-10,Wyoming,712,2554,82,2000,10
2000-09,Alabama,7187,14394,532,2000,9
2000-09,Alaska,1008,2815,156,2000,9
2000-09,Arizona,5418,6762,466,2000,9
2000-09,Arkansas,3430,12988,398,2000,9
2000-09,California,24770,27742,0,2000,9
2000-09,Colorado,10545,20396,1666,2000,9
2000-09,Connecticut,0,0,0,2000,9
2000-09,Delaware,338,1053,22,2000,9
2000-09,Florida,10434,11143,746,2000,9
2000-09,Georgia,6908,13605,502,2000,9
2000-09,Hawaii,0,0,0,2000,9
2000-09,Idaho,1780,6651,220,2000,9
2000-09,Illinois,4627,9153,326,2000,9
2000-09,Indiana,1799,6390,8,2000,9
2000-09,Iowa,48,5138,2,2000,9
2000-09,Kansas,2211,6406,348,2000,9
2000-09,Kentucky,7150,14529,800,2000,9
2000-09,Louisiana,5206,14100,500,2000,9
2000-09,Maine,1186,5132,142,2000,9
2000-09,Maryland,148,5032,18,2000,9
2000-09,Massachusetts,1099,1159,44,2000,9
2000-09,Michigan,81,25758,6,2000,9
2000-09,Minnesota,2594,22851,320,2000,9
2000-09,Mississippi,4630,10636,342,2000,9
2000-09,Missouri,2685,14942,224,2000,9
2000-09,Montana,1660,6911,242,2000,9
2000-09,Nebraska,26,3285,6,2000,9
2000-09,Nevada,2065,2559,200,2000,9
2000-09,New Hampshire,1341,3211,40,2000,9
2000-09,New Jersey,1212,2039,112,2000,9
2000-09,New Mexico,2496,5347,276,2000,9
2000-09,New York,853,12785,24,2000,9
2000-09,North Carolina,1544,17226,206,2000,9
2000-09,North Dakota,404,4016,52,2000,9
2000-09,Ohio,8097,17865,1026,2000,9
2000-09,Oklahoma,4083,9995,564,2000,9
2000-09,Oregon,4455,12066,418,2000,9
2000-09,Pennsylvania,0,45052,1270,2000,9
2000-09,Rhode Island,339,408,150,2000,9
2000-09,South Carolina,3782,7970,212,2000,9
2000-09,South Dakota,519,4610,64,2000,9
