period,state,handgun,long_gun,multiple,year,month
2015-03,Tennessee,24879,15964,1934,2015,3
2015-03,Texas,58708,40538,5068,2015,3
2015-03,Utah,3505,4254,322,2015,3
2015-03,Vermont,1674,1634,108,2015,3
2015-03,Virginia,25152,16753,0,2015,3
2015-03,Washington,17562,12334,1072,2015,3
2015-03,West Virginia,10245,7583,1006,2015,3
2015-03,Wisconsin,16271,15863,66,2015,3
2015-03,Wyoming,2225,2472,254,2015,3
2015-02,Alabama,25907,15722,2218,2015,2
2015-02,Alaska,3335,2807,504,2015,2
2015-02,Arizona,15346,9032,1354,2015,2
2015-02,Arkansas,9679,7741,1242,2015,2
2015-02,California,41226,30228,0,2015,2
2015-02,Colorado,20112,14284,2340,2015,2
2015-02,Connecticut,10787,4279,0,2015,2
2015-02,Delaware,2348,1849,150,2015,2
2015-02,Florida,58070,27310,3948,2015,2
2015-02,Georgia,24682,12283,1924,2015,2
2015-02,Hawaii,0,0,0,2015,2
2015-02,Idaho,4095,4856,548,2015,2
2015-02,Illinois,25975,14717,2028,2015,2
2015-02,Indiana,26810,15015,1306,2015,2
2015-02,Iowa,295,3282,14,2015,2
2015-02,Kansas,8463,6720,954,2015,2
2015-02,Kentucky,15300,10435,2084,2015,2
2015-02,Louisiana,14770,10689,1286,2015,2
2015-02,Maine,3258,2800,290,2015,2
2015-02,Maryland,3097,5137,46,2015,2
2015-02,Massachusetts,5083,2391,258,2015,2
2015-02,Michigan,14402,10897,400,2015,2
2015-02,Minnesota,10831,10844,748,2015,2
2015-02,Mississippi,12715,7660,1048,2015,2
2015-02,Missouri,28653,17444,2692,2015,2
2015-02,Montana,3496,4673,628,2015,2
2015-02,Nebraska,146,2372,4,2015,2
2015-02,Nevada,5872,3410,542,2015,2
2015-02,New Hampshire,4602,2782,6,2015,2
2015-02,New Jersey,4511,3306,0,2015,2
2015-02,New Mexico,6643,5088,894,2015,2
2015-02,New York,9363,14677,306,2015,2
2015-02,North Carolina,1500,16102,792,2015,2
2015-02,North Dakota,2048,3061,188,2015,2
2015-02,Ohio,37551,20720,3190,2015,2
2015-02,Oklahoma,17876,11950,2482,2015,2
2015-02,Oregon,14553,12025,0,2015,2
2015-02,Pennsylvania,57075,9600,0,2015,2
2015-02,Rhode Island,1014,698,272,2015,2
2015-02,South Carolina,15214,7779,1004,2015,2
2015-02,South Dakota,3794,4584,422,2015,2
2015-02,Tennessee,29776,18439,2452,2015,2
2015-02,Texas,66224,43778,6978,2015,2
2015-02,Utah,4035,4420,434,2015,2
2015-02,Vermont,1814,1563,130,2015,2
2015-02,Virginia,26399,16761,0,2015,2
2015-02,Washington,17348,12577,1482,2015,2
2015-02,West Virginia,10492,8491,1442,2015,2
2015-02,Wisconsin,14665,13597,122,2015,2
2015-02,Wyoming,2344,2301,310,2015,2
2015-01,Alabama,17920,14238,1478,2015,1
2015-01,Alaska,2683,2255,214,2015,1
2015-01,Arizona,11644,7489,1020,2015,1
2015-01,Arkansas,5825,6336,638,2015,1
2015-01,California,41316,25876,0,2015,1
2015-01,Colorado,17313,13125,1794,2015,1
2015-01,Connecticut,10901,4280,0,2015,1
2015-01,Delaware,2101,1756,168,2015,1
2015-01,Florida,48300,24133,3504,2015,1
2015-01,Georgia,15015,10208,1156,2015,1
2015-01,Hawaii,0,0,0,2015,1
2015-01,Idaho,2825,3676,306,2015,1
2015-01,Illinois,22750,13423,1636,2015,1
2015-01,Indiana,20276,13129,1194,2015,1
2015-01,Iowa,217,2735,18,2015,1
2015-01,Kansas,6296,6135,608,2015,1
2015-01,Kentucky,10592,8429,1070,2015,1
2015-01,Louisiana,11836,11394,996,2015,1
2015-01,Maine,2879,2514,234,2015,1
2015-01,Maryland,2796,5274,24,2015,1
2015-01,Massachusetts,5653,2825,246,2015,1
2015-01,Michigan,10186,8715,382,2015,1
2015-01,Minnesota,8999,8744,648,2015,1
2015-01,Mississippi,7478,6842,628,2015,1
2015-01,Missouri,23367,15337,1800,2015,1
2015-01,Montana,2424,3718,360,2015,1
2015-01,Nebraska,186,2263,12,2015,1
2015-01,Nevada,4330,2808,482,2015,1
2015-01,New Hampshire,4507,2917,0,2015,1
2015-01,New Jersey,4239,3479,0,2015,1
2015-01,New Mexico,5003,4058,776,2015,1
2015-01,New York,9902,13726,282,2015,1
2015-01,North Carolina,1420,14347,426,2015,1
2015-01,North Dakota,1839,3072,166,2015,1
2015-01,Ohio,28895,17805,2328,2015,1
2015-01,Oklahoma,14557,10792,1664,2015,1
2015-01,Oregon,11661,9643,0,2015,1
2015-01,Pennsylvania,49463,8580,0,2015,1
2015-01,Rhode Island,975,684,280,2015,1
2015-01,South Carolina,9644,6772,578,2015,1
2015-01,South Dakota,2639,3994,294,2015,1
2015-01,Tennessee,24417,16508,1940,2015,1
2015-01,Texas,48568,40037,4612,2015,1
2015-01,Utah,3215,3649,270,2015,1
2015-01,Vermont,1288,1189,92,2015,1
2015-01,Virginia,23125,15876,0,2015,1
2015-01,Washington,15159,10361,946,2015,1
2015-01,West Virginia,7569,6464,812,2015,1
2015-01,Wisconsin,10673,10143,98,2015,1
2015-01,Wyoming,1811,2013,200,2015,1
2014-12,Alabama,25993,32394,2260,2014,12
2014-12,Alaska,4685,4608,404,2014,12
2014-12,Arizona,15620,12660,1176,2014,12
2014-12,Arkansas,9086,15533,796,2014,12
2014-12,California,73447,52150,0,2014,12
2014-12,Colorado,23016,21443,2370,2014,12
2014-12,Connecticut,12668,6096,0,2014,12
2014-12,Delaware,2552,3387,182,2014,12
2014-12,Florida,55453,40808,3908,2014,12
2014-12,Georgia,21495,25159,1572,2014,12
2014-12,Hawaii,0,0,0,2014,12
2014-12,Idaho,4686,7604,410,2014,12
2014-12,Illinois,27343,21680,2026,2014,12
2014-12,Indiana,25739,23305,1670,2014,12
2014-12,Iowa,286,6131,12,2014,12
2014-12,Kansas,8066,11813,876,2014,12
2014-12,Kentucky,15739,19392,1440,2014,12
2014-12,Louisiana,16871,28058,1616,2014,12
2014-12,Maine,4018,5171,324,2014,12
2014-12,Maryland,3123,9193,24,2014,12
2014-12,Massachusetts,6035,3589,366,2014,12
2014-12,Michigan,13046,17134,444,2014,12
2014-12,Minnesota,10293,14390,738,2014,12
2014-12,Mississippi,11799,18978,910,2014,12
2014-12,Missouri,30484,28058,2310,2014,12
2014-12,Montana,4304,7482,546,2014,12
2014-12,Nebraska,202,4900,22,2014,12
2014-12,Nevada,5722,4792,596,2014,12
2014-12,New Hampshire,5565,4534,4,2014,12
2014-12,New Jersey,4176,5245,0,2014,12
2014-12,New Mexico,7233,7393,662,2014,12
2014-12,New York,10284,23543,328,2014,12
2014-12,North Carolina,1920,29790,460,2014,12
2014-12,North Dakota,2222,4420,202,2014,12
2014-12,Ohio,39224,33827,2872,2014,12
2014-12,Oklahoma,20960,22537,2366,2014,12
2014-12,Oregon,15781,15393,0,2014,12
2014-12,Pennsylvania,68011,14011,0,2014,12
2014-12,Rhode Island,985,983,266,2014,12
2014-12,South Carolina,13096,15752,816,2014,12
2014-12,South Dakota,3408,6487,310,2014,12
2014-12,Tennessee,33129,33328,2808,2014,12
2014-12,Texas,72908,86153,6604,2014,12
2014-12,Utah,5218,8820,476,2014,12
2014-12,Vermont,1437,1887,114,2014,12
2014-12,Virginia,26851,26648,0,2014,12
2014-12,Washington,21424,16778,1314,2014,12
2014-12,West Virginia,10828,14044,1066,2014,12
2014-12,Wisconsin,13353,16287,86,2014,12
2014-12,Wyoming,3002,3721,236,2014,12
2014-11,Alabama,17931,24752,1926,2014,11
2014-11,Alaska,3352,4178,428,2014,11
2014-11,Arizona,10971,10298,954,2014,11
2014-11,Arkansas,5805,13592,674,2014,11
2014-11,California,48157,38460,0,2014,11
2014-11,Colorado,17026,17767,2470,2014,11
2014-11,Connecticut,10017,5453,0,2014,11
2014-11,Delaware,2031,2914,110,2014,11
2014-11,Florida,43039,33795,3610,2014,11
2014-11,Georgia,14246,18138,1412,2014,11
2014-11,Hawaii,0,0,0,2014,11
2014-11,Idaho,2872,5514,326,2014,11
2014-11,Illinois,21210,20108,1760,2014,11
2014-11,Indiana,18349,22419,1380,2014,11
2014-11,Iowa,191,5520,8,2014,11
2014-11,Kansas,5971,10584,742,2014,11
2014-11,Kentucky,9688,17195,1108,2014,11
2014-11,Louisiana,11726,21312,1284,2014,11
2014-11,Maine,2592,4869,284,2014,11
2014-11,Maryland,2519,9786,26,2014,11
2014-11,Massachusetts,5168,3707,330,2014,11
2014-11,Michigan,9627,18982,378,2014,11
2014-11,Minnesota,7108,14817,622,2014,11
2014-11,Mississippi,6621,14830,698,2014,11
2014-11,Missouri,25761,29222,2240,2014,11
2014-11,Montana,2686,5826,418,2014,11
2014-11,Nebraska,148,4133,10,2014,11
2014-11,Nevada,4188,3639,472,2014,11
2014-11,New Hampshire,4222,4162,2,2014,11
2014-11,New Jersey,3455,4793,0,2014,11
2014-11,New Mexico,5207,5907,520,2014,11
2014-11,New York,7655,24339,290,2014,11
2014-11,North Carolina,1331,24543,452,2014,11
2014-11,North Dakota,1592,4425,220,2014,11
2014-11,Ohio,29582,35201,2588,2014,11
2014-11,Oklahoma,15466,19314,2022,2014,11
2014-11,Oregon,11512,12635,0,2014,11
2014-11,Pennsylvania,62711,15298,0,2014,11
2014-11,Rhode Island,920,876,264,2014,11
2014-11,South Carolina,9535,11956,830,2014,11
2014-11,South Dakota,2454,6325,300,2014,11
2014-11,Tennessee,23111,27404,2106,2014,11
2014-11,Texas,52074,64406,5630,2014,11
2014-11,Utah,3508,6479,426,2014,11
2014-11,Vermont,1025,1995,72,2014,11
2014-11,Virginia,21654,25480,0,2014,11
2014-11,Washington,17688,15396,1252,2014,11
2014-11,West Virginia,6663,14058,912,2014,11
2014-11,Wisconsin,9510,18645,102,2014,11
2014-11,Wyoming,1843,2901,198,2014,11
2014-10,Alabama,15323,16107,1622,2014,10
2014-10,Alaska,4397,4847,580,2014,10
2014-10,Arizona,10513,8763,1034,2014,10
2014-10,Arkansas,5680,10180,712,2014,10
2014-10,California,47112,33668,0,2014,10
2014-10,Colorado,16174,16114,2130,2014,10
2014-10,Connecticut,9827,5119,0,2014,10
2014-10,Delaware,1718,2135,148,2014,10
2014-10,Florida,42271,26035,3484,2014,10
2014-10,Georgia,12363,13966,1218,2014,10
2014-10,Hawaii,0,0,0,2014,10
2014-10,Idaho,2586,5763,350,2014,10
2014-10,Illinois,19720,15425,1556,2014,10
2014-10,Indiana,17659,16506,1230,2014,10
2014-10,Iowa,194,4034,6,2014,10
2014-10,Kansas,5198,6701,598,2014,10
2014-10,Kentucky,9383,12609,1308,2014,10
2014-10,Louisiana,10624,16877,1340,2014,10
2014-10,Maine,3080,7207,360,2014,10
2014-10,Maryland,2651,6560,30,2014,10
2014-10,Massachusetts,5392,3677,348,2014,10
2014-10,Michigan,9506,14962,398,2014,10
2014-10,Minnesota,8207,19125,748,2014,10
2014-10,Mississippi,6626,9158,710,2014,10
2014-10,Missouri,19941,22280,2074,2014,10
2014-10,Montana,2916,7351,478,2014,10
2014-10,Nebraska,143,2968,6,2014,10
2014-10,Nevada,4213,3168,482,2014,10
2014-10,New Hampshire,4372,4520,4,2014,10
2014-10,New Jersey,3941,4110,0,2014,10
2014-10,New Mexico,5401,5258,818,2014,10
2014-10,New York,9009,24090,304,2014,10
2014-10,North Carolina,1270,17040,460,2014,10
2014-10,North Dakota,1758,5837,196,2014,10
2014-10,Ohio,28107,24322,2578,2014,10
2014-10,Oklahoma,13588,13673,1862,2014,10
2014-10,Oregon,10933,11771,0,2014,10
2014-10,Pennsylvania,55165,11834,0,2014,10
2014-10,Rhode Island,998,887,220,2014,10
2014-10,South Carolina,7976,8396,600,2014,10
2014-10,South Dakota,2389,7159,302,2014,10
2014-10,Tennessee,21102,19198,1786,2014,10
2014-10,Texas,43698,49350,5272,2014,10
2014-10,Utah,2568,4470,310,2014,10
2014-10,Vermont,1243,2038,116,2014,10
2014-10,Virginia,19810,19000,0,2014,10
2014-10,Washington,15336,13219,1168,2014,10
2014-10,West Virginia,6688,10405,970,2014,10
2014-10,Wisconsin,11505,18122,82,2014,10
2014-10,Wyoming,1757,2893,226,2014,10
2014-09,Alabama,13571,14443,1442,2014,9
2014-09,Alaska,2658,3600,340,2014,9
2014-09,Arizona,9558,8196,1040,2014,9
2014-09,Arkansas,4481,7128,698,2014,9
2014-09,California,41492,31353,0,2014,9
2014-09,Colorado,14336,13924,1798,2014,9
2014-09,Connecticut,8564,4026,0,2014,9
2014-09,Delaware,1507,1857,116,2014,9
2014-09,Florida,40978,23827,3444,2014,9
2014-09,Georgia,10970,10447,1036,2014,9
2014-09,Hawaii,0,0,0,2014,9
2014-09,Idaho,2604,5452,348,2014,9
2014-09,Illinois,17666,13410,1642,2014,9
2014-09,Indiana,15264,13559,1230,2014,9
2014-09,Iowa,196,2926,8,2014,9
2014-09,Kansas,4328,5877,526,2014,9
2014-09,Kentucky,7603,8885,996,2014,9
2014-09,Louisiana,12487,18302,1638,2014,9
2014-09,Maine,2684,5056,342,2014,9
2014-09,Maryland,2510,5277,26,2014,9
2014-09,Massachusetts,4508,2662,258,2014,9
2014-09,Michigan,8435,13256,358,2014,9
2014-09,Minnesota,7283,17345,606,2014,9
2014-09,Mississippi,8170,9732,852,2014,9
2014-09,Missouri,16321,16322,1782,2014,9
2014-09,Montana,2818,5800,438,2014,9
2014-09,Nebraska,99,2372,12,2014,9
2014-09,Nevada,3869,3083,488,2014,9
2014-09,New Hampshire,3813,3511,4,2014,9
2014-09,New Jersey,3841,3139,0,2014,9
2014-09,New Mexico,4488,4585,488,2014,9
2014-09,New York,8085,18518,250,2014,9
2014-09,North Carolina,1019,13545,404,2014,9
2014-09,North Dakota,1528,4178,174,2014,9
2014-09,Ohio,22937,19561,2132,2014,9
2014-09,Oklahoma,11044,11624,1754,2014,9
2014-09,Oregon,9998,11428,0,2014,9
2014-09,Pennsylvania,46757,9705,0,2014,9
2014-09,Rhode Island,857,690,210,2014,9
2014-09,South Carolina,6811,6740,594,2014,9
2014-09,South Dakota,2207,4927,312,2014,9
2014-09,Tennessee,18525,15886,1610,2014,9
2014-09,Texas,38321,51589,4752,2014,9
2014-09,Utah,2704,4465,288,2014,9
2014-09,Vermont,1136,1764,114,2014,9
2014-09,Virginia,17631,16319,0,2014,9
2014-09,Washington,12503,11648,1064,2014,9
2014-09,West Virginia,5723,8102,850,2014,9
2014-09,Wisconsin,10146,14937,62,2014,9
2014-09,Wyoming,1665,2731,194,2014,9
2014-08,Alabama,14390,12987,1562,2014,8
2014-08,Alaska,3215,4237,462,2014,8
2014-08,Arizona,10108,7875,1000,2014,8
2014-08,Arkansas,4482,5826,600,2014,8
2014-08,California,42581,33649,0,2014,8
2014-08,Colorado,15497,13784,1816,2014,8
2014-08,Connecticut,6601,2808,0,2014,8
2014-08,Delaware,1570,1785,106,2014,8
2014-08,Florida,40986,21773,3298,2014,8
2014-08,Georgia,11669,9194,1004,2014,8
2014-08,Hawaii,0,0,0,2014,8
2014-08,Idaho,2528,4365,328,2014,8
2014-08,Illinois,18185,13410,1432,2014,8
2014-08,Indiana,17005,13385,1080,2014,8
2014-08,Iowa,129,2426,6,2014,8
2014-08,Kansas,4323,5465,608,2014,8
2014-08,Kentucky,7953,8120,1116,2014,8
2014-08,Louisiana,11026,11870,1178,2014,8
2014-08,Maine,2529,3726,274,2014,8
2014-08,Maryland,2632,5046,20,2014,8
2014-08,Massachusetts,5355,2999,362,2014,8
2014-08,Michigan,8675,10854,344,2014,8
2014-08,Minnesota,7255,12694,654,2014,8
2014-08,Mississippi,6259,6686,628,2014,8
2014-08,Missouri,19062,15860,2030,2014,8
2014-08,Montana,2983,4870,456,2014,8
2014-08,Nebraska,89,2066,8,2014,8
2014-08,Nevada,4124,2992,536,2014,8
2014-08,New Hampshire,3978,3478,4,2014,8
2014-08,New Jersey,4018,3339,0,2014,8
2014-08,New Mexico,4948,4344,520,2014,8
2014-08,New York,7728,14727,248,2014,8
2014-08,North Carolina,1023,13242,492,2014,8
2014-08,North Dakota,1488,3277,158,2014,8
2014-08,Ohio,22816,18466,2062,2014,8
2014-08,Oklahoma,11785,10598,1756,2014,8
2014-08,Oregon,9324,8973,0,2014,8
2014-08,Pennsylvania,44422,9854,0,2014,8
2014-08,Rhode Island,869,751,200,2014,8
2014-08,South Carolina,7283,6588,570,2014,8
2014-08,South Dakota,2169,4062,272,2014,8
2014-08,Tennessee,18850,15656,1724,2014,8
2014-08,Texas,41989,47858,4674,2014,8
2014-08,Utah,2600,3445,246,2014,8
2014-08,Vermont,1122,1295,94,2014,8
2014-08,Virginia,17637,15043,0,2014,8
2014-08,Washington,12727,10163,976,2014,8
2014-08,West Virginia,5760,6585,760,2014,8
2014-08,Wisconsin,9379,13034,70,2014,8
2014-08,Wyoming,1669,2160,166,2014,8
2014-07,Alabama,12709,10498,1200,2014,7
2014-07,Alaska,2822,2820,260,2014,7
2014-07,Arizona,9038,6171,906,2014,7
2014-07,Arkansas,4035,4321,490,2014,7
2014-07,California,38403,26930,0,2014,7
2014-07,Colorado,14617,11538,1576,2014,7
2014-07,Connecticut,4555,1638,0,2014,7
2014-07,Delaware,1431,1466,122,2014,7
2014-07,Florida,37266,19092,2838,2014,7
2014-07,Georgia,9898,6568,856,2014,7
2014-07,Hawaii,0,0,0,2014,7
2014-07,Idaho,2167,3105,264,2014,7
2014-07,Illinois,17378,10568,1374,2014,7
2014-07,Indiana,14823,10039,942,2014,7
2014-07,Iowa,131,1767,4,2014,7
2014-07,Kansas,4272,3985,422,2014,7
2014-07,Kentucky,7013,5971,968,2014,7
2014-07,Louisiana,8724,7919,854,2014,7
2014-07,Maine,2194,2619,248,2014,7
2014-07,Maryland,2148,3887,22,2014,7
2014-07,Massachusetts,4314,2369,236,2014,7
2014-07,Michigan,7846,7127,282,2014,7
2014-07,Minnesota,6613,7911,474,2014,7
2014-07,Mississippi,5206,4261,518,2014,7
2014-07,Missouri,13946,10702,1364,2014,7
2014-07,Montana,2322,3607,364,2014,7
2014-07,Nebraska,82,1365,8,2014,7
2014-07,Nevada,3695,2507,428,2014,7
2014-07,New Hampshire,3439,2702,0,2014,7
2014-07,New Jersey,4388,2949,0,2014,7
2014-07,New Mexico,4183,3512,498,2014,7
2014-07,New York,8171,10530,180,2014,7
2014-07,North Carolina,866,9286,382,2014,7
2014-07,North Dakota,1265,2360,146,2014,7
2014-07,Ohio,21747,15622,1750,2014,7
2014-07,Oklahoma,10475,8269,1538,2014,7
2014-07,Oregon,8677,7698,0,2014,7
2014-07,Pennsylvania,37998,7197,0,2014,7
2014-07,Rhode Island,755,620,170,2014,7
2014-07,South Carolina,5998,4504,542,2014,7
2014-07,South Dakota,1998,2815,230,2014,7
2014-07,Tennessee,16986,11455,1402,2014,7
2014-07,Texas,36010,30960,4086,2014,7
2014-07,Utah,2189,2785,218,2014,7
2014-07,Vermont,1008,977,60,2014,7
2014-07,Virginia,17300,12766,0,2014,7
2014-07,Washington,11787,8367,952,2014,7
2014-07,West Virginia,5332,5046,650,2014,7
2014-07,Wisconsin,8671,8521,80,2014,7
2014-07,Wyoming,1568,1860,178,2014,7
2014-06,Alabama,12581,11307,1136,2014,6
2014-06,Alaska,2890,2714,310,2014,6
2014-06,Arizona,9358,6046,912,2014,6
2014-06,Arkansas,4245,4167,462,2014,6
2014-06,California,37655,27013,0,2014,6
2014-06,Colorado,13804,10277,1440,2014,6
2014-06,Connecticut,4722,1812,0,2014,6
2014-06,Delaware,1596,1261,126,2014,6
2014-06,Florida,37000,18752,2806,2014,6
2014-06,Georgia,10588,6607,684,2014,6
2014-06,Hawaii,0,0,0,2014,6
2014-06,Idaho,2442,3509,256,2014,6
2014-06,Illinois,16947,9614,1140,2014,6
2014-06,Indiana,14376,9572,830,2014,6
2014-06,Iowa,161,1775,8,2014,6
2014-06,Kansas,4050,3964,438,2014,6
2014-06,Kentucky,6667,5716,774,2014,6
2014-06,Louisiana,10142,7555,880,2014,6
2014-06,Maine,2272,2404,220,2014,6
2014-06,Maryland,2621,4005,30,2014,6
2014-06,Massachusetts,4466,2223,246,2014,6
2014-06,Michigan,7745,6648,278,2014,6
2014-06,Minnesota,7251,7476,546,2014,6
2014-06,Mississippi,5056,4030,470,2014,6
2014-06,Missouri,14548,10640,1376,2014,6
2014-06,Montana,2716,3993,372,2014,6
2014-06,Nebraska,98,1258,6,2014,6
2014-06,Nevada,4065,2660,440,2014,6
2014-06,New Hampshire,3535,2817,0,2014,6
2014-06,New Jersey,4420,2742,0,2014,6
2014-06,New Mexico,4661,3596,440,2014,6
2014-06,New York,7690,10121,246,2014,6
2014-06,North Carolina,826,9572,396,2014,6
2014-06,North Dakota,1310,2325,124,2014,6
2014-06,Ohio,20318,14495,1680,2014,6
2014-06,Oklahoma,10676,8325,1398,2014,6
2014-06,Oregon,9604,8458,0,2014,6
2014-06,Pennsylvania,36587,6685,0,2014,6
2014-06,Rhode Island,723,536,150,2014,6
2014-06,South Carolina,6502,4120,430,2014,6
2014-06,South Dakota,1973,2715,268,2014,6
2014-06,Tennessee,16019,11004,1326,2014,6
2014-06,Texas,37869,30169,3596,2014,6
2014-06,Utah,2400,2919,200,2014,6
2014-06,Vermont,954,866,64,2014,6
2014-06,Virginia,16182,12119,0,2014,6
2014-06,Washington,12859,9078,912,2014,6
2014-06,West Virginia,5265,4719,610,2014,6
2014-06,Wisconsin,8714,7822,72,2014,6
2014-06,Wyoming,1653,1951,184,2014,6
2014-05,Alabama,14159,9688,1240,2014,5
2014-05,Alaska,3289,3477,374,2014,5
2014-05,Arizona,10023,6672,870,2014,5
2014-05,Arkansas,4324,4256,504,2014,5
2014-05,California,42011,29293,0,2014,5
2014-05,Colorado,15153,11900,1726,2014,5
2014-05,Connecticut,5321,2090,0,2014,5
2014-05,Delaware,1969,1838,112,2014,5
2014-05,Florida,38779,19254,3036,2014,5
2014-05,Georgia,11140,6656,808,2014,5
2014-05,Hawaii,0,0,0,2014,5
2014-05,Idaho,2680,3739,302,2014,5
2014-05,Illinois,19633,10239,1300,2014,5
2014-05,Indiana,16934,10399,1194,2014,5
2014-05,Iowa,132,1825,12,2014,5
2014-05,Kansas,4570,4157,518,2014,5
2014-05,Kentucky,7335,5823,890,2014,5
2014-05,Louisiana,10116,7613,1022,2014,5
2014-05,Maine,2801,2828,268,2014,5
2014-05,Maryland,2785,4265,30,2014,5
2014-05,Massachusetts,5184,2523,332,2014,5
2014-05,Michigan,9264,7687,320,2014,5
2014-05,Minnesota,8014,8396,590,2014,5
2014-05,Mississippi,5871,4077,490,2014,5
2014-05,Missouri,15824,10791,1498,2014,5
2014-05,Montana,2768,4108,414,2014,5
2014-05,Nebraska,118,1455,2,2014,5
2014-05,Nevada,4114,2788,518,2014,5
2014-05,New Hampshire,4214,3082,2,2014,5
2014-05,New Jersey,5342,3158,0,2014,5
2014-05,New Mexico,5035,3872,502,2014,5
2014-05,New York,8809,11750,222,2014,5
2014-05,North Carolina,844,9413,432,2014,5
2014-05,North Dakota,1646,2804,164,2014,5
2014-05,Ohio,24080,16008,2060,2014,5
2014-05,Oklahoma,10920,8056,1536,2014,5
2014-05,Oregon,10600,9019,0,2014,5
2014-05,Pennsylvania,41801,7558,0,2014,5
2014-05,Rhode Island,820,651,182,2014,5
2014-05,South Carolina,7088,4262,440,2014,5
2014-05,South Dakota,2191,2925,254,2014,5
2014-05,Tennessee,17168,11043,1444,2014,5
2014-05,Texas,40990,31935,4054,2014,5
2014-05,Utah,2699,3139,208,2014,5
2014-05,Vermont,1075,1115,88,2014,5
2014-05,Virginia,17157,12212,0,2014,5
2014-05,Washington,13769,9409,942,2014,5
2014-05,West Virginia,6119,5366,790,2014,5
2014-05,Wisconsin,10196,9000,100,2014,5
2014-05,Wyoming,1905,2169,224,2014,5
2014-04,Alabama,15226,11314,1256,2014,4
2014-04,Alaska,3622,4186,408,2014,4
2014-04,Arizona,11252,7465,986,2014,4
2014-04,Arkansas,4960,5176,540,2014,4
2014-04,California,44932,32562,0,2014,4
2014-04,Colorado,16377,12915,1694,2014,4
2014-04,Connecticut,5374,2985,0,2014,4
2014-04,Delaware,1594,1053,126,2014,4
2014-04,Florida,41217,21134,2952,2014,4
2014-04,Georgia,11873,7583,736,2014,4
2014-04,Hawaii,0,0,0,2014,4
2014-04,Idaho,2776,3857,272,2014,4
2014-04,Illinois,23244,12466,1452,2014,4
2014-04,Indiana,18652,12359,1142,2014,4
2014-04,Iowa,201,2617,8,2014,4
2014-04,Kansas,5457,5334,510,2014,4
2014-04,Kentucky,8206,7608,878,2014,4
2014-04,Louisiana,10575,7926,928,2014,4
2014-04,Maine,3331,3608,302,2014,4
2014-04,Maryland,4472,4837,22,2014,4
2014-04,Massachusetts,5805,3070,356,2014,4
2014-04,Michigan,11219,9871,382,2014,4
2014-04,Minnesota,10598,12651,742,2014,4
2014-04,Mississippi,6018,4655,568,2014,4
2014-04,Missouri,18033,14366,1662,2014,4
2014-04,Montana,3131,4686,496,2014,4
2014-04,Nebraska,125,1683,8,2014,4
2014-04,Nevada,4433,3266,410,2014,4
2014-04,New Hampshire,4756,3424,6,2014,4
2014-04,New Jersey,5619,3529,0,2014,4
2014-04,New Mexico,5226,4172,422,2014,4
2014-04,New York,9693,15635,318,2014,4
2014-04,North Carolina,989,10963,314,2014,4
2014-04,North Dakota,2124,3474,212,2014,4
2014-04,Ohio,28816,20001,2322,2014,4
2014-04,Oklahoma,13101,10421,1572,2014,4
2014-04,Oregon,11117,10282,0,2014,4
2014-04,Pennsylvania,49001,8736,0,2014,4
2014-04,Rhode Island,931,730,196,2014,4
2014-04,South Carolina,8528,5298,506,2014,4
2014-04,South Dakota,2441,3559,354,2014,4
2014-04,Tennessee,18669,12448,1340,2014,4
2014-04,Texas,42523,33417,4144,2014,4
2014-04,Utah,2816,3469,268,2014,4
2014-04,Vermont,1634,1680,78,2014,4
2014-04,Virginia,18902,14424,0,2014,4
2014-04,Washington,15264,10957,984,2014,4
2014-04,West Virginia,6980,6696,796,2014,4
2014-04,Wisconsin,14040,14018,78,2014,4
2014-04,Wyoming,2206,2430,224,2014,4
2014-03,Alabama,19018,14455,1524,2014,3
2014-03,Alaska,3175,3663,362,2014,3
2014-03,Arizona,13992,9078,1186,2014,3
2014-03,Arkansas,6659,6516,842,2014,3
2014-03,California,49598,37787,0,2014,3
2014-03,Colorado,20326,15017,1970,2014,3
2014-03,Connecticut,7219,13541,0,2014,3
2014-03,Delaware,1990,1341,180,2014,3
2014-03,Florida,47020,25438,3204,2014,3
2014-03,Georgia,16536,11070,1142,2014,3
2014-03,Hawaii,0,0,0,2014,3
2014-03,Idaho,3483,4781,364,2014,3
2014-03,Illinois,29301,16700,2050,2014,3
2014-03,Indiana,25326,16544,1410,2014,3
2014-03,Iowa,261,3938,12,2014,3
2014-03,Kansas,6864,6752,738,2014,3
2014-03,Kentucky,11595,9867,1014,2014,3
2014-03,Louisiana,13345,10993,1178,2014,3
2014-03,Maine,3826,3836,290,2014,3
2014-03,Maryland,9017,6283,18,2014,3
2014-03,Massachusetts,7473,3968,408,2014,3
2014-03,Michigan,14447,12687,514,2014,3
2014-03,Minnesota,11664,13723,818,2014,3
2014-03,Mississippi,8340,6702,622,2014,3
2014-03,Missouri,22813,17405,1810,2014,3
2014-03,Montana,3638,5151,496,2014,3
2014-03,Nebraska,133,2287,8,2014,3
2014-03,Nevada,5200,3845,612,2014,3
2014-03,New Hampshire,5566,4065,2,2014,3
2014-03,New Jersey,6035,4437,0,2014,3
2014-03,New Mexico,6521,5720,638,2014,3
2014-03,New York,10689,17232,316,2014,3
2014-03,North Carolina,1159,14928,454,2014,3
2014-03,North Dakota,2163,3737,214,2014,3
2014-03,Ohio,35922,23569,2722,2014,3
